sentences,lable
" Unlike earlier states, the Assyrians could use easily carved stone from northern Iraq, and did so in great quantity",1
"  The Assyrians developed a style of extremely large schemes of very finely detailed narrative low reliefs in stone for palaces, with scenes of war or hunting; the British Museum has an outstanding collection, including the Lion Hunt of Ashurbanipal and the Lachish reliefs showing a campaign",1
" They produced very little sculpture in the round, except for colossal guardian figures of the human-headed lamassu, which are sculpted in high relief on two sides of a rectangular block, with the heads effectively in the round (and also five legs, so that both views seem complete)",1
 Even before dominating the region they had continued the cylinder seal tradition with designs which are often exceptionally energetic and refined,1
"

		
		
		


=== Ancient Egypt ===

The monumental sculpture of ancient Egypt is world-famous, but refined and delicate small works exist in much greater numbers",1
" The Egyptians used the distinctive technique of sunk relief, which is well suited to very bright sunlight",1
" The main figures in reliefs adhere to the same figure convention as in painting, with parted legs (where not seated) and head shown from the side, but the torso from the front, and a standard set of proportions making up the figure, using 18 ""fists"" to go from the ground to the hair-line on the forehead",1
 This appears as early as the Narmer Palette from Dynasty I,1
" However, there as elsewhere the convention is not used for minor figures shown engaged in some activity, such as the captives and corpses",1
  Other conventions make statues of males darker than females ones,1
" Very conventionalized portrait statues appear from as early as Dynasty II, before 2,780 BCE, and with the exception of the art of the Amarna period of Ahkenaten, and some other periods such as Dynasty XII, the idealized features of rulers, like other Egyptian artistic conventions, changed little until after the Greek conquest",1
"Egyptian pharaohs were always regarded as deities, but other deities are much less common in large statues, except when they represent the pharaoh as another deity; however the other deities are frequently shown in paintings and reliefs",1
" The famous row of four colossal statues outside the main temple at Abu Simbel each show Rameses II, a typical scheme, though here exceptionally large",1
"  Small figures of deities, or their animal personifications, are very common, and found in popular materials such as pottery",1
 Most larger sculpture survives from Egyptian temples or tombs; by Dynasty IV (2680–2565 BCE) at the latest the idea of the Ka statue was firmly established,1
" These were put in tombs as a resting place for the ka portion of the soul, and so we have a good number of less conventionalized statues of well-off administrators and their wives, many in wood as Egypt is one of the few places in the world where the climate allows wood to survive over millennia",1
" The so-called reserve heads, plain hairless heads, are especially naturalistic",1
" Early tombs also contained small models of the slaves, animals, buildings and objects such as boats necessary for the deceased to continue his lifestyle in the afterworld, and later Ushabti figures",1
"

		
		
		
		
		
		
		


=== Europe ===


==== Ancient Greece ====

The first distinctive style of ancient Greek sculpture developed in the Early Bronze Age Cycladic period (3rd millennium BCE), where marble figures, usually female and small, are represented in an elegantly simplified geometrical style",1
" Most typical is a standing pose with arms crossed in front, but other figures are shown in different poses, including a complicated figure of a harpist seated on a chair",1
"The subsequent Minoan and Mycenaean cultures developed sculpture further, under influence from Syria and elsewhere, but it is in the later Archaic period from around 650 BCE that the kouros developed",1
" These are large standing statues of naked youths, found in temples and tombs, with the kore as the clothed female equivalent, with elaborately dressed hair; both have the ""archaic smile""",1
" They seem to have served a number of functions, perhaps sometimes representing deities and sometimes the person buried in a grave, as with the Kroisos Kouros",1
" They are clearly influenced by Egyptian and Syrian styles, but the Greek artists were much more ready to experiment within the style",1
"
During the 6th century Greek sculpture developed rapidly, becoming more naturalistic, and with much more active and varied figure poses in narrative scenes, though still within idealized conventions",1
" Sculptured pediments were added to temples, including the Parthenon in Athens, where the remains of the pediment of around 520 using figures in the round were fortunately used as infill for new buildings after the Persian sack in 480 BCE, and recovered from the 1880s on in fresh unweathered condition",1
" Other significant remains of architectural sculpture come from Paestum in Italy, Corfu, Delphi and the Temple of Aphaea in Aegina (much now in Munich)",1
"  Most Greek sculpture originally included at least some colour; the Ny Carlsberg Glyptotek Museum in Copenhagen, Denmark, has done extensive research and recreation of the original colours",1
"

		
		
		
		
		

		


===== Classical =====

There are fewer original remains from the first phase of the Classical period, often called the Severe style; free-standing statues were now mostly made in bronze, which always had value as scrap",1
" The Severe style lasted from around 500 in reliefs, and soon after 480 in statues, to about 450",1
" The relatively rigid poses of figures relaxed, and asymmetrical turning positions and oblique views became common, and deliberately sought",1
" This was combined with a better understanding of anatomy and the harmonious structure of sculpted figures, and the pursuit of naturalistic representation as an aim, which had not been present before",1
" Excavations at the Temple of Zeus, Olympia since 1829 have revealed the largest group of remains, from about 460, of which many are in the Louvre",1
"The ""High Classical"" period lasted only a few decades from about 450 to 400, but has had a momentous influence on art, and retains a special prestige, despite a very restricted number of original survivals",1
" The best known works are the Parthenon Marbles, traditionally (since Plutarch) executed by a team led by the most famous ancient Greek sculptor Phidias, active from about 465–425, who was in his own day more famous for his colossal chryselephantine Statue of Zeus at Olympia (c",1
" 432), one of the Seven Wonders of the Ancient World, his Athena Parthenos (438), the cult image of the Parthenon, and Athena Promachos, a colossal bronze figure that stood next to the Parthenon; all of these are lost but are known from many representations",1
" He is also credited as the creator of some life-size bronze statues known only from later copies whose identification is controversial, including the Ludovisi Hermes",1
"The High Classical style continued to develop realism and sophistication in the human figure, and improved the depiction of drapery (clothes), using it to add to the impact of active poses",1
" Facial expressions were usually very restrained, even in combat scenes",1
 The composition of groups of figures in reliefs and on pediments combined complexity and harmony in a way that had a permanent influence on Western art,1
" Relief could be very high indeed, as in the Parthenon illustration below, where most of the leg of the warrior is completely detached from the background, as were the missing parts; relief this high made sculptures more subject to damage",1
" The Late Classical style developed the free-standing female nude statue, supposedly an innovation of Praxiteles, and developed increasingly complex and subtle poses that were interesting when viewed from a number of angles, as well as more expressive faces; both trends were to be taken much further in the Hellenistic period",1
"


===== Hellenistic =====

The Hellenistic period is conventionally dated from the death of Alexander the Great in 323 BCE, and ending either with the final conquest of the Greek heartlands by Rome in 146 BCE or with the final defeat of the last remaining successor-state to Alexander's empire after the Battle of Actium in 31 BCE, which also marks the end of Republican Rome",1
"  It is thus much longer than the previous periods, and includes at least two major phases: a ""Pergamene"" style of experimentation, exuberance and some sentimentality and vulgarity, and in the 2nd century BCE a classicising return to a more austere simplicity and elegance; beyond such generalizations dating is typically very uncertain, especially when only later copies are known, as is usually the case",1
" The initial Pergamene style was not especially associated with Pergamon, from which it takes its name, but the very wealthy kings of that state were among the first to collect and also copy Classical sculpture, and also commissioned much new work, including the famous Pergamon Altar whose sculpture is now mostly in Berlin and which exemplifies the new style, as do the   Mausoleum at Halicarnassus (another of the Seven Wonders), the famous Laocoön and his Sons in the Vatican Museums, a late example, and the bronze original of The Dying Gaul (illustrated at top), which we know was part of a group actually commissioned for Pergamon in about 228 BCE, from which the Ludovisi Gaul was also a copy",1
" The group called the Farnese Bull, possibly a 2nd-century marble original, is still larger and more complex,

Hellenistic sculpture greatly expanded the range of subjects represented, partly as a result of greater general prosperity, and the emergence of a very wealthy class who had large houses decorated with sculpture, although we know that some examples of subjects that seem best suited to the home, such as children with animals, were in fact placed in temples or other public places",1
" For a much more popular home decoration market there were Tanagra figurines, and those from other centres where small pottery figures were produced on an industrial scale, some religious but others showing animals and elegantly dressed ladies",1
" Sculptors became more technically skilled in representing facial expressions conveying a wide variety of emotions and the portraiture of individuals, as well representing different ages and races",1
" The reliefs from the Mausoleum are rather atypical in that respect; most work was free-standing, and group compositions with several figures to be seen in the round, like the Laocoon and the Pergamon group celebrating victory over the Gauls became popular, having been rare before",1
" The Barberini Faun, showing a satyr sprawled asleep, presumably after drink, is an example of the moral relaxation of the period, and the readiness to create large and expensive sculptures of subjects that fall short of the heroic",1
"After the conquests of Alexander Hellenistic culture was dominant in the courts of most of the Near East, and some of Central Asia, and increasingly being adopted by European elites, especially in Italy, where Greek colonies initially controlled most of the South",1
" Hellenistic art, and artists, spread very widely, and was especially influential in the expanding Roman Republic and when it encountered Buddhism in the easternmost extensions of the Hellenistic area",1
" The massive so-called Alexander Sarcophagus found in Sidon in modern Lebanon, was probably made there at the start of the period by expatriate Greek artists for a Hellenized Persian governor",1
"  The wealth of the period led to a greatly increased production of luxury forms of small sculpture, including engraved gems and cameos, jewellery, and gold and silverware",1
"

		
		
		
		
		
		
		


==== Europe after the Greeks ====


===== Roman sculpture =====

Early Roman art was influenced by the art of Greece and that of the neighbouring Etruscans, themselves greatly influenced by their Greek trading partners",1
" An Etruscan speciality was near life size tomb effigies in terracotta, usually lying on top of a sarcophagus lid propped up on one elbow in the pose of a diner in that period",1
" As the expanding Roman Republic began to conquer Greek territory, at first in Southern Italy and then the entire Hellenistic world except for the Parthian far east, official and patrician sculpture became largely an extension of the Hellenistic style, from which specifically Roman elements are hard to disentangle, especially as so much Greek sculpture survives only in copies of the Roman period",1
" By the 2nd century BCE, ""most of the sculptors working at Rome"" were Greek, often enslaved in conquests such as that of Corinth (146 BCE), and sculptors continued to be mostly Greeks, often slaves, whose names are very rarely recorded",1
" Vast numbers of Greek statues were imported to Rome, whether as booty or the result of extortion or commerce, and temples were often decorated with re-used Greek works",1
"A native Italian style can be seen in the tomb monuments, which very often featured portrait busts, of prosperous middle-class Romans, and portraiture is arguably the main strength of Roman sculpture",1
" There are no survivals from the tradition of masks of ancestors that were worn in processions at the funerals of the great families and otherwise displayed in the home, but many of the busts that survive must represent ancestral figures, perhaps from the large family tombs like the Tomb of the Scipios or the later mausolea outside the city",1
" The famous bronze head supposedly of Lucius Junius Brutus is very variously dated, but taken as a very rare survival of Italic style under the Republic, in the preferred medium of bronze",1
" Similarly stern and forceful heads are seen on coins of the Late Republic, and in the Imperial period coins as well as busts sent around the Empire to be placed in the basilicas of provincial cities were the main visual form of imperial propaganda; even Londinium had a near-colossal statue of Nero, though far smaller than the 30-metre-high Colossus of Nero in Rome, now lost",1
"

The Romans did not generally attempt to compete with free-standing Greek works of heroic exploits from history or mythology, but from early on produced historical works in relief, culminating in the great Roman triumphal columns with continuous narrative reliefs winding around them, of which those commemorating Trajan (CE 113) and Marcus Aurelius (by 193) survive in Rome, where the Ara Pacis (""Altar of Peace"", 13 BCE) represents the official Greco-Roman style at its most classical and refined",1
" Among other major examples are the earlier re-used reliefs on the Arch of Constantine and the base of the Column of Antoninus Pius (161), Campana reliefs were cheaper pottery versions of marble reliefs and the taste for relief was from the imperial period expanded to the sarcophagus",1
" All forms of luxury small sculpture continued to be patronized, and quality could be extremely high, as in the silver Warren Cup, glass Lycurgus Cup, and large cameos like the Gemma Augustea, Gonzaga Cameo and the ""Great Cameo of France""",1
"  For a much wider section of the population, moulded relief decoration of pottery vessels and small figurines were produced in great quantity and often considerable quality",1
"After moving through a late 2nd-century ""baroque"" phase, in the 3rd century, Roman art largely abandoned, or simply became unable to produce, sculpture in the classical tradition, a change whose causes remain much discussed",1
" Even the most important imperial monuments now showed stumpy, large-eyed figures in a harsh frontal style, in simple compositions emphasizing power at the expense of grace",1
" The contrast is famously illustrated in the Arch of Constantine of 315 in Rome, which combines sections in the new style with roundels in the earlier full Greco-Roman style taken from elsewhere, and the Four Tetrarchs (c",1
" 305) from the new capital of Constantinople, now in Venice",1
" Ernst Kitzinger found in both monuments the same ""stubby proportions, angular movements, an ordering of parts through symmetry and repetition and a rendering of features and drapery folds through incisions rather than modelling",1
,1
,1
" The hallmark of the style wherever it appears consists of an emphatic hardness, heaviness and angularity—in short, an almost complete rejection of the classical tradition""",1
"This revolution in style shortly preceded the period in which Christianity was adopted by the Roman state and the great majority of the people, leading to the end of large religious sculpture, with large statues now only used for emperors",1
" However, rich Christians continued to commission reliefs for sarcophagi, as in the Sarcophagus of Junius Bassus, and very small sculpture, especially in ivory, was continued by Christians, building on the style of the consular diptych",1
"

		
		
		
		
		
		
		


===== Early Medieval and Byzantine =====

The Early Christians were opposed to monumental religious sculpture, though continuing Roman traditions in portrait busts and sarcophagus reliefs, as well as smaller objects such as the consular diptych",1
" Such objects, often in valuable materials, were also the main sculptural traditions (as far as is known) of the barbaric civilizations of the Migration period, as seen in the objects found in the 6th-century burial treasure at Sutton Hoo, and the jewellery of Scythian art and the hybrid Christian and animal style productions of Insular art",1
" Following the continuing Byzantine tradition, Carolingian art revived ivory carving, often in panels for the treasure bindings of grand illuminated manuscripts, as well as crozier heads and other small fittings",1
"
Byzantine art, though producing superb ivory reliefs and architectural decorative carving, never returned to monumental sculpture, or even much small sculpture in the round",1
"  However, in the West during the Carolingian and Ottonian periods there was the beginnings of a production of monumental statues, in courts and major churches",1
" This gradually spread; by the late 10th and 11th century there are records of several apparently life-size sculptures in Anglo-Saxon churches, probably of precious metal around a wooden frame, like the Golden Madonna of Essen",1
" No Anglo-Saxon example has survived, and survivals of large non-architectural sculpture from before 1,000 are exceptionally rare",1
" Much the finest is the Gero Cross, of 965–970, which is a crucifix, which was evidently the commonest type of sculpture; Charlemagne had set one up in the Palatine Chapel in Aachen around 800",1
" These continued to grow in popularity, especially in Germany and Italy",1
" The runestones of the Nordic world, the Pictish stones of Scotland and possibly the high cross reliefs of Christian Great Britain, were northern sculptural traditions that bridged the period of Christianization",1
"

		
		


===== Romanesque =====

From about 1000 there was a general rebirth of artistic production in all Europe, led by general economic growth in production and commerce, and the new style of Romanesque art was the first medieval style to be used in the whole of Western Europe",1
" The new cathedrals and pilgrim's churches were increasingly decorated with architectural stone reliefs, and new focuses for sculpture developed, such as the tympanum over church doors in the 12th century, and the inhabited capital with figures and often narrative scenes",1
 Outstanding abbey churches with sculpture include in France Vézelay and Moissac and in Spain Silos,1
Romanesque art was characterised by a very vigorous style in both sculpture and painting,1
" The capitals of columns were never more exciting than in this period, when they were often carved with complete scenes with several figures",1
"  The large wooden crucifix was a German innovation right at the start of the period, as were free-standing statues of the enthroned Madonna, but the high relief was above all the sculptural mode of the period",1
" Compositions usually had little depth, and needed to be flexible to squeeze themselves into the shapes of capitals, and church typanums; the tension between a tightly enclosing frame, from which the composition sometimes escapes, is a recurrent theme in Romanesque art",1
 Figures still often varied in size in relation to their importance portraiture hardly existed,1
"

Objects in precious materials such as ivory and metal had a very high status in the period, much more so than monumental sculpture — we know the names of more makers of these than painters, illuminators or architect-masons",1
" Metalwork, including decoration in enamel, became very sophisticated, and many spectacular shrines made to hold relics have survived, of which the best known is the Shrine of the Three Kings at Cologne Cathedral by Nicholas of Verdun",1
" The bronze Gloucester candlestick and the brass font of 1108–17 now in Liège are superb examples, very different in style, of metal casting, the former highly intricate and energetic, drawing on manuscript painting, while the font shows the Mosan style at its most classical and majestic",1
" The bronze doors, a triumphal column and other fittings at Hildesheim Cathedral, the Gniezno Doors, and the doors of the Basilica di San Zeno in Verona are other substantial survivals",1
" The aquamanile, a container for water to wash with, appears to have been introduced to Europe in the 11th century, and often took fantastic zoomorphic forms; surviving examples are mostly in brass",1
" Many wax impressions from impressive seals survive on charters and documents, although Romanesque coins are generally not of great aesthetic interest",1
"The Cloisters Cross is an unusually large ivory crucifix, with complex carving including many figures of prophets and others, which has been attributed to one of the relatively few artists whose name is known, Master Hugo, who also illuminated manuscripts",1
 Like many pieces it was originally partly coloured,1
" The Lewis chessmen are well-preserved examples of small ivories, of which many pieces or fragments remain from croziers, plaques, pectoral crosses and similar objects",1
"

		
		
		


===== Gothic =====

The Gothic period is essentially defined by Gothic architecture, and does not entirely fit with the development of style in sculpture in either its start or finish",1
" The facades of large churches, especially around doors, continued to have large typanums, but also rows of sculpted figures spreading around them",1
 The statues on the Western (Royal) Portal at Chartres Cathedral (c,1
" 1145) show an elegant but exaggerated columnar elongation, but those on the south transept portal, from 1215 to 1220, show a more naturalistic style and increasing detachment from the wall behind, and some awareness of the classical tradition",1
" These trends were continued in the west portal at Reims Cathedral of a few years later, where the figures are almost in the round, as became usual as Gothic spread across Europe",1
"In Italy Nicola Pisano (1258–1278) and his son Giovanni developed a style that is often called Proto-Renaissance, with unmistakable influence from Roman sarcophagi and sophisticated and crowded compositions, including a sympathetic handling of nudity, in relief panels on their pulpit of Siena Cathedral (1265–68), the Fontana Maggiore in Perugia, and Giovanni's pulpit in Pistoia of 1301",1
  Another revival of classical style is seen in the International Gothic work of Claus Sluter and his followers in Burgundy and Flanders around 1400,1
"  Late Gothic sculpture continued in the North, with a fashion for very large wooden sculpted altarpieces with increasingly virtuoso carving and large numbers agitated expressive figures; most surviving examples are in Germany, after much iconoclasm elsewhere",1
" Tilman Riemenschneider, Veit Stoss and others continued the style well into the 16th century, gradually absorbing Italian Renaissance influences",1
"Life-size tomb effigies in stone or alabaster became popular for the wealthy, and grand multi-level tombs evolved, with the Scaliger Tombs of Verona so large they had to be moved outside the church",1
 By the 15th century there was an industry exporting Nottingham alabaster altar reliefs in groups of panels over much of Europe for economical parishes who could not afford stone retables,1
"  Small carvings, for a mainly lay and often female market, became a considerable industry in Paris and some other centres",1
" Types of ivories included small devotional polyptychs, single figures, especially of the Virgin, mirror-cases, combs, and elaborate caskets with scenes from Romances, used as engagement presents",1
"  The very wealthy collected extravagantly elaborate jewelled and enamelled metalwork, both secular and religious, like the Duc de Berry's Holy Thorn Reliquary, until they ran short of money, when they were melted down again for cash",1
"

		
		
		
		
		
		
		
		
		
		
		


==== Renaissance ====

Renaissance sculpture proper is often taken to begin with the famous competition for the doors of the Florence Baptistry in 1403, from which the trial models submitted by the winner, Lorenzo Ghiberti, and Filippo Brunelleschi survive",1
" Ghiberti's doors are still in place, but were undoubtedly eclipsed by his second pair for the other entrance, the so-called Gates of Paradise, which took him from 1425 to 1452, and are dazzlingly confident classicizing compositions with varied depths of relief allowing extensive backgrounds",1
" The intervening years had seen Ghiberti's early assistant Donatello develop with seminal statues including his Davids in marble (1408–09) and bronze (1440s), and his Equestrian statue of Gattamelata, as well as reliefs",1
" A leading figure in the later period was Andrea del Verrocchio, best known for his equestrian statue of Bartolomeo Colleoni in Venice; his pupil Leonardo da Vinci designed an equine sculpture in 1482 The Horse for Milan, but only succeeded in making a 24-foot (7",1
"3 m) clay model which was destroyed by French archers in 1499, and his other ambitious sculptural plans were never completed",1
"The period was marked by a great increase in patronage of sculpture by the state for public art and by the wealthy for their homes; especially in Italy, public sculpture remains a crucial element in the appearance of historic city centres",1
 Church sculpture mostly moved inside just as outside public monuments became common,1
" Portrait sculpture, usually in busts, became popular in Italy around 1450, with the Neapolitan Francesco Laurana specializing in young women in meditative poses, while Antonio Rossellino and others more often depicted knobbly-faced men of affairs, but also young children",1
  The portrait medal invented by Pisanello also often depicted women; relief plaquettes were another new small form of sculpture in cast metal,1
"
Michelangelo was an active sculptor from about 1500 to 1520, and his great masterpieces including his David, Pietà, Moses, and pieces for the Tomb of Pope Julius II and Medici Chapel could not be ignored by subsequent sculptors",1
" His iconic David (1504) has a contrapposto pose, borrowed from classical sculpture",1
 It differs from previous representations of the subject in that David is depicted before his battle with Goliath and not after the giant's defeat,1
" Instead of being shown victorious, as Donatello and Verocchio had done, David looks tense and battle ready",1
"

		
		
		
		
		
		
		


==== Mannerist ====

As in painting, early Italian Mannerist sculpture was very largely an attempt to find an original style that would top the achievement of the High Renaissance, which in sculpture essentially meant Michelangelo, and much of the struggle to achieve this was played out in commissions to fill other places in the Piazza della Signoria in Florence, next to Michelangelo's David",1
" Baccio Bandinelli took over the project of Hercules and Cacus from the master himself, but it was little more popular than it is now, and maliciously compared by Benvenuto Cellini to ""a sack of melons"", though it had a long-lasting effect in apparently introducing relief panels on the pedestal of statues for the first time",1
" Like other works of his, and other Mannerists, it removes far more of the original block than Michelangelo would have done",1
"  Cellini's bronze Perseus with the head of Medusa is certainly a masterpiece, designed with eight angles of view, another Mannerist characteristic, but is indeed mannered compared to the Davids of Michelangelo and Donatello",1
"  Originally a goldsmith, his famous gold and enamel Salt Cellar (1543) was his first sculpture, and shows his talent at its best",1
"  As these examples show, the period extended the range of secular subjects for large works beyond portraits, with mythological figures especially favoured; previously these had mostly been found in small works",1
"
Small bronze figures for collector's cabinets, often mythological subjects with nudes, were a popular Renaissance form at which Giambologna, originally Flemish but based in Florence, excelled in the later part of the century, also creating life-size sculptures, of which two joined the collection in the Piazza della Signoria",1
" He and his followers devised elegant elongated examples of the figura serpentinata, often of two intertwined figures, that were interesting from all angles",1
"

		
		
		


==== Baroque and Rococo ====

In Baroque sculpture, groups of figures assumed new importance, and there was a dynamic movement and energy of human forms— they spiralled around an empty central vortex, or reached outwards into the surrounding space",1
" Baroque sculpture often had multiple ideal viewing angles, and reflected a general continuation of the Renaissance move away from the relief to sculpture created in the round, and designed to be placed in the middle of a large space—elaborate fountains such as Bernini's Fontana dei Quattro Fiumi (Rome, 1651), or those in the Gardens of Versailles were a Baroque speciality",1
" The Baroque style was perfectly suited to sculpture, with Gian Lorenzo Bernini the dominating figure of the age in works such as The Ecstasy of St Theresa (1647–1652)",1
" Much Baroque sculpture added extra-sculptural elements, for example, concealed lighting, or water fountains, or fused sculpture and architecture to create a transformative experience for the viewer",1
" Artists saw themselves as in the classical tradition, but admired Hellenistic and later Roman sculpture, rather than that of the more ""Classical"" periods as they are seen today",1
"The Protestant Reformation brought an almost total stop to religious sculpture in much of Northern Europe, and though secular sculpture, especially for portrait busts and tomb monuments, continued, the Dutch Golden Age has no significant sculptural component outside goldsmithing",1
"  Partly in direct reaction, sculpture was as prominent in Roman Catholicism as in the late Middle Ages",1
 Statues of rulers and the nobility became increasingly popular,1
 In the 18th century much sculpture continued on Baroque lines—the Trevi Fountain was only completed in 1762,1
" Rococo style was better suited to smaller works, and arguably found its ideal sculptural form in early European porcelain, and interior decorative schemes in wood or plaster such as those in French domestic interiors and Austrian and Bavarian pilgrimage churches",1
"

		
		
		


==== Neo-Classical ====

The Neoclassical style that arrived in the late 18th century gave great emphasis to sculpture",1
" Jean-Antoine Houdon exemplifies the penetrating portrait sculpture the style could produce, and Antonio Canova's nudes the idealist aspect of the movement",1
" The Neoclassical period was one of the great ages of public sculpture, though its ""classical"" prototypes were more likely to be Roman copies of Hellenistic sculptures",1
" In sculpture, the most familiar representatives are the Italian Antonio Canova, the Englishman John Flaxman and the Dane Bertel Thorvaldsen",1
" The European neoclassical manner also took hold in the United States, where its pinnacle occurred somewhat later and is exemplified in the sculptures of Hiram Powers",1
"

		
		
		


=== Asia ===


==== Greco-Buddhist sculpture and Asia ====

Greco-Buddhist art is the artistic manifestation of Greco-Buddhism, a cultural syncretism between the Classical Greek culture and Buddhism, which developed over a period of close to 1000 years in Central Asia, between the conquests of Alexander the Great in the 4th century BCE, and the Islamic conquests of the 7th century CE",1
" Greco-Buddhist art is characterized by the strong idealistic realism of Hellenistic art and the first representations of the Buddha in human form, which have helped define the artistic (and particularly, sculptural) canon for Buddhist art throughout the Asian continent up to the present",1
" Though dating is uncertain, it appears that strongly Hellenistic styles lingered in the East for several centuries after they had declined around the Mediterranean, as late as the 5th century CE",1
" Some aspects of Greek art were adopted while others did not spread beyond the Greco-Buddhist area; in particular the standing figure, often with a relaxed pose and one leg flexed, and the flying cupids or victories, who became popular across Asia as apsaras",1
" Greek foliage decoration was also influential, with Indian versions of the Corinthian capital appearing",1
"The origins of Greco-Buddhist art are to be found in the Hellenistic Greco-Bactrian kingdom (250–130 BCE), located in today's Afghanistan, from which Hellenistic culture radiated into the Indian subcontinent with the establishment of the small Indo-Greek kingdom (180–10 BCE)",1
" Under the Indo-Greeks and then the Kushans, the interaction of Greek and Buddhist culture flourished in the area of Gandhara, in today's northern Pakistan, before spreading further into India, influencing the art of Mathura, and then the Hindu art of the Gupta empire, which was to extend to the rest of South-East Asia",1
" The influence of Greco-Buddhist art also spread northward towards Central Asia, strongly affecting the art of the Tarim Basin and the Dunhuang Caves, and ultimately the sculpted figure in China, Korea, and Japan",1
"

		
		
		
		
		
		


==== China ====

Chinese ritual bronzes from the Shang and Western Zhou Dynasties come from a period of over a thousand years from c",1
" 1500 BCE, and have exerted a continuing influence over Chinese art",1
" They are cast with complex patterned and zoomorphic decoration, but avoid the human figure, unlike the huge figures only recently discovered at Sanxingdui",1
"  The spectacular Terracotta Army was assembled for the tomb of Qin Shi Huang, the first emperor of a unified China from 221 to 210 BCE, as a grand imperial version of the figures long placed in tombs to enable the deceased to enjoy the same lifestyle in the afterlife as when alive, replacing actual sacrifices of very early periods",1
" Smaller figures in pottery or wood were placed in tombs for many centuries afterwards, reaching a peak of quality in Tang dynasty tomb figures",1
"  The tradition of unusually large pottery figures persisted in China, through Tang sancai tomb figures to later Buddhist statues such as the near life-size set of Yixian glazed pottery luohans and later figures for temples and tombs",1
  These came to replace earlier equivalents in wood,1
"
Native Chinese religions do not usually use cult images of deities, or even represent them, and large religious sculpture is nearly all Buddhist, dating mostly from the 4th to the 14th century, and initially using Greco-Buddhist models arriving via the Silk Road",1
" Buddhism is also the context of all large portrait sculpture; in total contrast to some other areas, in medieval China even painted images of the emperor were regarded as private",1
" Imperial tombs have spectacular avenues of approach lined with real and mythological animals on a scale matching Egypt, and smaller versions decorate temples and palaces",1
"Small Buddhist figures and groups were produced to a very high quality in a range of media, as was relief decoration of all sorts of objects, especially in metalwork and jade",1
"  In the earlier periods, large quantities of sculpture were cut from the living rock in pilgrimage cave-complexes, and as outside rock reliefs",1
  These were mostly originally painted,1
"  In notable contrast to literati painters, sculptors of all sorts were regarded as artisans and very few names are recorded",1
"  From the Ming dynasty onwards, statuettes of religious and secular figures were produced in Chinese porcelain and other media, which became an important export",1
"

		
		
		
		
		
		
		
		
		
		
		
		
		


==== Japan ====

Towards the end of the long Neolithic Jōmon period, some pottery vessels were ""flame-rimmed"" with extravagant extensions to the rim that can only be called sculptural, and very stylized pottery dogū figures were produced, many with the characteristic ""snow-goggle"" eyes",1
" During the Kofun period of the 3rd to 6th century CE, haniwa terracotta figures of humans and animals in a simplistic style were erected outside important tombs",1
" The arrival of Buddhism in the 6th century brought with it sophisticated traditions in sculpture, Chinese styles mediated via Korea",1
" The 7th-century Hōryū-ji and its contents have survived more intact than any East Asian Buddhist temple of its date, with works including a Shaka Trinity of 623 in bronze, showing the historical Buddha flanked by two bodhisattvas and also the Guardian Kings of the Four Directions",1
Jōchō is said to be one of the greatest Buddhist sculptors not only in Heian period but also in the history of Buddhist statues in Japan,1
" Jōchō redefined the body shape of Buddha statues by perfecting the technique of ""yosegi zukuri"" (寄木造り) which is a combination of several woods",1
" The peaceful expression and graceful figure of the Buddha statue that he made completed a Japanese style of sculpture of Buddha statues called ""Jōchō yō"" (Jōchō style, 定朝様) and determined the style of Japanese Buddhist statues of the later period",1
 His achievement dramatically raised the social status of busshi (Buddhist sculptor) in Japan,1
"In the Kamakura period, the Minamoto clan established the Kamakura shogunate  and the samurai class virtually ruled Japan for the first time",1
" Jocho's successors, sculptors of the Kei school of Buddhist statues, created realistic and dynamic statues to suit the tastes of samurai, and Japanese Buddhist sculpture reached its peak",1
" Unkei, Kaikei, and Tankei were famous, and they made many new Buddha statues at many temples such as Kofuku-ji, where many Buddha statues had been lost in wars and fires",1
"Almost all subsequent significant large sculpture in Japan was Buddhist, with some Shinto equivalents, and after Buddhism declined in Japan in the 15th century, monumental sculpture became largely architectural decoration and less significant",1
"  However sculptural work in the decorative arts was developed to a remarkable level of technical achievement and refinement in small objects such as inro and netsuke in many materials, and metal tosogu or Japanese sword mountings",1
" In the 19th century there were export industries of small bronze sculptures of extreme virtuosity, ivory and porcelain figurines, and other types of small sculpture, increasingly emphasizing technical accomplishment",1
"

		
		
		
		
		
		
		
		
		
		


==== Indian subcontinent ====

The first known sculpture in the Indian subcontinent is from the Indus Valley civilization (3300–1700 BCE), found in sites at Mohenjo-daro and Harappa in modern-day Pakistan",1
 These include the famous small bronze female dancer and the so-called Priest-king,1
"  However, such figures in bronze and stone are rare and greatly outnumbered by pottery figurines and stone seals, often of animals or deities very finely depicted",1
" After the collapse of the Indus Valley civilization there is little record of sculpture until the Buddhist era, apart from a hoard of copper figures of (somewhat controversially) c",1
 1500 BCE from Daimabad,1
"  Thus the great tradition of Indian monumental sculpture in stone appears to begin, relative to other cultures, and the development of Indian civilization, relatively late, with the reign of Asoka from 270 to 232 BCE, and the Pillars of Ashoka he erected around India, carrying his edicts and topped by famous sculptures of animals, mostly lions, of which six survive",1
"  Large amounts of figurative sculpture, mostly in relief, survive from Early Buddhist pilgrimage stupas, above all Sanchi; these probably developed out of a tradition using wood that also embraced Hinduism",1
